code,price,frequency,name
"120511","51.17","8","120511"
"121351","20.99","8","121351"
"121981","7.59","8","121981"
"122471","36","8","122471"
"122646","16.9","8","122646"
"122688","22","8","122688"
"123526","4.49","8","123526"
"123570","70.8","8","123570"
"124944","6.99","8","124944"
"125066","12.3","8","125066"
"125367","15","8","125367"
"125672","38.99","8","125672"
"127037","30.03","8","127037"
"127898","24.6","8","127898"
"128031","85.42","8","128031"
"129639","25.8","8","129639"
"130161","27.7","8","130161"
"130475","44.38","8","130475"
"131232","93.12","8","131232"
"131234","45.24","8","131234"
"131739","1.48","8","131739"
"131750","15.64","8","131750"
"131774","141.97","8","131774"
"131782","66.49","8","131782"
"131783","63.49","8","131783"
"131787","60","8","131787"
"132073","40.16","8","132073"
"132423","23.7","8","132423"
"132530","79.38","8","132530"
"132531","26.27","8","132531"
"132851","124.24","8","132851"
"133743","78.96","8","133743"
"136204","20.19","8","136204"
"137593","59.85","8","137593"
"137967","8.94","8","137967"
"138264","72.12","8","138264"
"139174","12.48","8","139174"
"139691","35.68","8","139691"
"139884","166.06","8","139884"
"140171","2","8","140171"
"141038","31.8","8","141038"
"141757","6.42","8","141757"
"904697","18.54","8","904697"
"3082436","17.52","8","3082436"
"90902523","30","8","90902523"
"90912711","148.11","8","90912711"
"CET1","8","8","CET1"
"CDCD","292","8","CDCD"
"ROBAXIN1","17.1","8","ROBAXIN1"
"NOVA","24.2","8","NOVA"
"SRANIT","15","8","SRANIT"
"IVINJ","29","8","Intravenous Injection"
"AVENTIC","29.5","8","AVENTIC"
"PRO","27.42","8","PRO"
"BG","103","8","Blood Glucose - Additional"
"GAB","18","8","GAB"
"DPF","40","8","DPF"
"MISLAB","168","8","MISLAB"
"FEL41","52.32","8","FEL41"
"VET1","16","8","VET1"
"142836T","99.3","8","142836T"
"0310","124","8","0310"
"DUAL 1","985.4","8","DUAL 1"
"005421","21","8","005421"
"017436","39.23","8","017436"
"MEDI 83","81.21","8","MEDI 83"
"MEDI 46","74.21","8","MEDI 46"
"FEL51","54.96","8","FEL51"
"MEDI 200","107.52","8","MEDI 200"
"CANIN32","44.8","8","CANIN32"
"PALADIN","13.1","8","PALADIN"
"MEDI 68","48.36","8","MEDI 68"
"G3","19.44","8","G3"
"0016","321","8","0016"
"MEDI 91","48.59","8","MEDI 91"
"PREDNIS","31.2","8","PREDNIS"
"STIL","46","8","STIL"
"CANHT","7.95","8","CANHT"
"ADVNTIX1","17.44","8","ADVNTIX1"
"CYPRO","17.8","8","CYPRO"
"ADV1","22.4","8","ADV1"
"PCV1","36","8","PCV - First"
"THERA 1","26.96","8","THERA 1"
"STRO","11.18","8","STRO"
"G4","107.67","8","G4"
"MED1P","120.98","8","MED1P"
"SDMA","66.9","8","SDMA IN"
"ALU 2","12.17","8","ALU 2"
"GLUCO1","43","8","GLUCO1"
"OPTI","10","8","OPTI"
"MEDI 129","37.92","8","MEDI 129"
"MISCT","25","8","Ear Flush"
"THERB","9.96","8","THERB"
"ECO 2","0.25","8","ECO 2"
"025115","139.67","8","025115"
"MEDI  59","57.34","8","MEDI  59"
"BIOTENE1","20","8","BIOTENE1"
"AIP15","138","8","Anesthesia - Isoflurane Per 15 Mins"
"APO-","46","8","APO-"
"031319","51.2","8","031319"
"VETSO","17.68","8","VETSO"
"FLO","25","8","FLO"
"CT750","84.36","8","CT750"
"M2","38.04","8","M2"
"ANALGADD","39.99","8","Anal Gland Add-on"
"SOFTA","60","8","SOFTA"
"DTM","6.5","8","DTM"
"001406","89.44","8","001406"
"GASTP","465","8","GASTP"
"VIRBAC","8.32","8","VIRBAC"
"GIARD1","24","8","GIARD1"
"SA 030","134.6","8","SA 030"
"META","27.76","8","META"
"104","25","7","Pulse Oximeter Monitoring"
"317","245","7","317"
"1757","35","7","Telephone Conversation"
"100456","14.74","7","100456"
"101453","171.05","7","101453"
"102545","12.5","7","102545"
"106164","33.12","7","106164"
"108743","40","7","108743"
"109400","65","7","109400"
"111587","20.42","7","111587"
"112085","31.99","7","112085"
"113013","23.55","7","113013"
"113014","34.26","7","113014"
"113582","59.15","7","113582"
"115341","40.4","7","115341"
"115435","28.06","7","115435"
"115883","84.6","7","115883"
"116624","39.6","7","116624"
"117245","25.22","7","117245"
"117593","104.75","7","117593"
"118274","7.6","7","118274"
"120502","64.84","7","120502"
"121378","48.26","7","121378"
"122547","32.13","7","122547"
"122559","19","7","122559"
"122699","22.8","7","122699"
"123143","41.55","7","123143"
"123568","25.41","7","123568"
"123609","23.8","7","123609"
"123835","7.57","7","123835"
"123978","37.98","7","123978"
"123981","160","7","123981"
"125049","151.28","7","125049"
"125055","13.78","7","125055"
"125216","27.19","7","125216"
"125465","16.2","7","125465"
"125658","67.68","7","125658"
"126769","32","7","126769"
"127113","41.5","7","127113"
"128008","39","7","128008"
"128037","39.98","7","128037"
"128185","10.72","7","128185"
"129006","24","7","129006"
"129654","11.84","7","129654"
"129837","37.73","7","129837"
"130019","95.63","7","130019"
"130970","31.8","7","130970"
"131229","75.25","7","131229"
"132099","216.26","7","132099"
"132212","31.38","7","132212"
"133005","7.29","7","133005"
"133934","9.18","7","133934"
"134060","44.34","7","134060"
"134067","45.29","7","134067"
"135156","23.63","7","135156"
"135815","38.08","7","135815"
"135818","25.5","7","135818"
"136206","25.6","7","136206"
"137864","64.2","7","137864"
"137879","57.6","7","137879"
"137968","3.57","7","137968"
"138971","58.2","7","138971"
"139134","3.82","7","139134"
"139151","3.97","7","139151"
"139213","12.8","7","139213"
"139268","46.34","7","139268"
"139689","45.12","7","139689"
"139886","21.52","7","139886"
"140693","29.99","7","140693"
"141167","54","7","141167"
"141270","22","7","141270"
"143731","51","7","143731"
"144178","44.44","7","144178"
"144313","64.5","7","144313"
"144616","12.07","7","144616"
"4172466","28.86","7","4172466"
"5822464","12.68","7","5822464"
"90901955","36.08","7","90901955"
"MET","26","7","MET"
"MEDI 150","49.15","7","MEDI 150"
"SKB","57","7","SKB"
"K5","35.76","7","K5"
"TYROID","128.9","7","TYROID"
"CPL","77","7","CPL"
"112809A","36.28","7","112809A"
"PRO2","34.94","7","PRO2"
"CANIN3","48.98","7","CANIN3"
"COUR","57.9","7","Courier Fee"
"MEDI 113","44.75","7","MEDI 113"
"KETO","70.8","7","KETO"
"PRED2","24.25","7","PRED2"
"METINJ","2.78","7","METINJ"
"MEDI 70","6.18","7","MEDI 70"
"MEDI138","8.28","7","MEDI138"
"MEDI 73","39.2","7","MEDI 73"
"PVD3","36.96","7","PVD3"
"MEDI 106","60.86","7","MEDI 106"
"AMLO2","91.2","7","AMLO2"
"S2","61.74","7","S2"
"K4","88.17","7","K4"
"RAFTER","21.6","7","RAFTER"
"MED 162","54.97","7","MED 162"
"MEDI 100","18.87","7","MEDI 100"
"METOCL2","29","7","METOCL2"
"005033","15","7","005033"
"DENAS1","168.3","7","DENAS1"
"SEBOSO","24","7","SEBOSO"
"ADENO1","103","7","ADENO1"
"ADENO","69","7","ADENO"
"005428","28.2","7","005428"
"CLOM20","49.2","7","CLOM20"
"0020","650","7","0020"
"11-08-22","19.1","7","11-08-22"
"FSLGI","50","7","FSLGI"
"CANIN41","86.03","7","CANIN41"
"119989.","44.13","7","119989."
"KC3","76.8","7","KC3"
"ACE25","27.04","7","ACE25"
"FEL18","47.03","7","FEL18"
"J3","31","7","J3"
"CLOM5","37.6","7","CLOM5"
"LEU","65.26","7","LEU"
"005422","36","7","005422"
"SX1","225","7","SX1"
"CANIN1","89.9","7","CANIN1"
"FEL13","21.6","7","FEL13"
"P4","28.44","7","P4"
"012613","12.9","7","012613"
"G1","60.43","7","G1"
"051022","106","7","051022"
"H1","44.76","7","H1"
"CD","38","7","CD"
"N","83.02","7","N"
"CDLSR2","50","7","CDLSR2"
"CHEM10","171.7","7","CHEM10"
"BARA","121.9","7","Idexx Bile Acids (Single Sample) Add-on"
"SMELOX","15","7","SMELOX"
"PRIVCREM","105","7","Private Cremation- Exotic"
"0109","838.8","7","Enucleation (Single Eye)"
"SUTRA","23.16","7","SUTRA"
"HSESS","37.5","7","Hospital Supplies - Extra Sx Supplies"
"DAP2","24","7","DAP2"
"CPV","30","7","Canine Parvo (CPV) Vaccination"
"GPFU","331.9","7","Geriatric Panel + Pancreatic Lipase + UA"
"KAO","12","7","KAO"
"HISTOM","171.9","7","HISTOM"
"115","50","6","Sedation SQ  Injection"
"309","85","6","Euthanasia Pocket Pet/ <2kg"
"1285","13.99","6","1285"
"2024","70","6","2024"
"7001","87.9","6","7001"
"100037","15","6","100037"
"102887","46","6","102887"
"104360","10.24","6","104360"
"107543","31.49","6","107543"
"111291","39.29","6","111291"
"111588","16.65","6","111588"
"112652","8.16","6","112652"
"115872","15.99","6","115872"
"115873","36.88","6","115873"
"115882","94.8","6","115882"
"116054","44.38","6","116054"
"120231","15.7","6","120231"
"120515","40.88","6","120515"
"120572","65.63","6","120572"
"121371","109.05","6","121371"
"122219","78.39","6","122219"
"122528","17.13","6","122528"
"122533","96.46","6","122533"
"122555","107.69","6","122555"
"123182","46.63","6","123182"
"123980","42.86","6","123980"
"124309","30.1","6","124309"
"125063","44.39","6","125063"
"125217","71.85","6","125217"
"125455","32.18","6","125455"
"125479","14.4","6","125479"
"126292","85.62","6","126292"
"127706","40","6","127706"
"127712","78.08","6","127712"
"127714","23.25","6","127714"
"128592","15.38","6","128592"
"129011","7.13","6","129011"
"129414","138","6","129414"
"129651","11.57","6","129651"
"129823","14.44","6","129823"
"130017","66.23","6","130017"
"130848","12.84","6","130848"
"130986","335.76","6","130986"
"131233","31.04","6","131233"
"131419","130.64","6","131419"
"131781","135.8","6","131781"
"131972","2.75","6","131972"
"132011","93.98","6","132011"
"132012","129.99","6","132012"
"132146","7.88","6","132146"
"132213","57.98","6","132213"
"133614","146.6","6","133614"
"135199","34.58","6","135199"
"135201","37.82","6","135201"
"135379","32.18","6","135379"
"135469","43.9","6","135469"
"135606","38.64","6","135606"
"136775","11.04","6","136775"
"137070","106.77","6","137070"
"137160","41.2","6","137160"
"137222","23.56","6","137222"
"137327","96","6","137327"
"137394","25.05","6","137394"
"138262","60","6","138262"
"138953","38.08","6","138953"
"139023","22","6","139023"
"139339","18.29","6","139339"
"139879","56","6","139879"
"140224","65.22","6","140224"
"140507","38.88","6","140507"
"140517","79.92","6","140517"
"140701","134.4","6","140701"
"140704","121.8","6","140704"
"141178","76.71","6","141178"
"142311","170.62","6","142311"
"143507","49.7","6","143507"
"143774","74.4","6","143774"
"143789","224.92","6","143789"
"144101","1.54","6","144101"
"144602","12.35","6","144602"
"1250566","27.76","6","1250566"
"3914604","15","6","3914604"
"20192019","10.56","6","20192019"
"90902005","19.73","6","90902005"
"90910494","51.21","6","90910494"
"99003527","12.08","6","99003527"
"MEDI 136","39.84","6","MEDI 136"
"PIMO","65.34","6","PIMO"
"K3","41.9","6","K3"
"PET 2","162","6","PET 2"
"CLINI","11.32","6","CLINI"
"INTERVSP","15","6","INTERVSP"
"NL","55","6","NL"
"THERA1","20.22","6","THERA1"
"WF1","258","6","Fluid Analysis with Cytology Idexx"
"020227","22","6","020227"
"LAC1","14.15","6","LAC1"
"PHENO 4","24.4","6","PHENO 4"
"PRICREM4","245","6","Private Cremation >43.1 kg"
"CANIN71","32.78","6","CANIN71"
"DEW 1","80","6","Dewclaw Removal (bilat)Add On (Attached)"
"FDXGP","129.9","6","FDXGP"
"KIDNEY","132.9","6","Kidney Panel (IN)"
"UCUL","198.9","6","UCUL"
"TYLS","61","6","TYLS"
"SBUP","22.08","6","SBUP"
"CT330","82.6","6","CBC Antech"
"BAY3","22","6","BAY3"
"CLOT30","25.8","6","CLOT30"
"IVO","29","6","IVO"
"MO70","225","6","2m Antibody - Idexx"
"MED1B","92.14","6","MED1B"
"CSA025","106.6","6","Vetscreen Antech"
"T460","108.9","6","T460"
"PE2","249","6","Pediatric(<5 Months) Dog Neuter 15 -25kg"
"FUNGUSS","119.9","6","FUNGUSS"
"MED1E","47.16","6","MED1E"
"TIMOP","26","6","TIMOP"
"DER","22.98","6","DER"
"MEDI 22","36.3","6","MEDI 22"
"MED 177","12.53","6","MED 177"
"CHLOR","11","6","CHLOR"
"J5","66","6","J5"
"NOVOT","13","6","NOVOT"
"PHENO 2","72.4","6","PHENO 2"
"RIMADYL1","12.48","6","RIMADYL1"
"HYDROXIZ","10.04","6","HYDROXIZ"
"US3","150","6","Pregnancy US Diagnosis Rvc"
"FEL50","56.88","6","FEL50"
"BAY1","18.98","6","BAY1"
"1425A","37","6","1425A"
"BUP","42","6","BUP"
"CLIN12","26","6","CLIN12"
"CONV3","55","6","CONV3"
"FEL5","89.17","6","FEL5"
"WR/D/S","66.2","6","Wound Repair/Drain/Suture"
"122647B","99.81","6","122647B"
"EPA","23","6","EPA"
"016969","22.32","6","016969"
"MED 15","85.9","6","MED 15"
"STRATHCO","12.3","6","STRATHCO"
"MEDI 101","33.64","6","MEDI 101"
"OTO1","17","6","OTO1"
"CANIN55","38.18","6","CANIN55"
"NOVO-G","21.87","6","NOVO-G"
"ALUMMIX","21","6","ALUMMIX"
"CAN1","22","6","CAN1"
"REN","22.88","6","REN"
"MEDI 49","22.2","6","MEDI 49"
"P2","42.79","6","P2"
"141169A","64.05","6","141169A"
"OPTH","20.76","6","OPTH"
"PREDNI","40","6","PREDNI"
"RUS","275","6","RUS"
"CANIN25","49.43","6","CANIN25"
"ULTRA 7","475","6","ULTRA 7"
"AARCSN15","75","6","AARCSN15"
"5VWA","66","6","Feeding Tube Placement"
"0025AB","259","6","Rescue K9 Spay  > 30 kg"
"I-DROP","31","6","I-DROP"
"CSA055","95.2","6","PreOp Screen w/CBC Antech"
"0009A1","480","6","Canine - Neuter >45kg"
"MEDI 127","34.65","6","MEDI 127"
"ULTRA8","475","6","ULTRA8"
"FEL11","21.43","6","FEL11"
"MEDI 20","32.9","6","MEDI 20"
"DRAIN","110.2","6","DRAIN"
"DERM1","27","6","DERM1"
"PROP","26.7","6","PROP"
"SHA1","78","6","Total Body Shave"
"BLOOD1","139.5","6","Bloodwork - General Panel + U/A"
"CARTR","34.8","6","CARTR"
"MEDI 95","28","6","MEDI 95"
"DEBSUT","223","6","Debride and Suture Wound (per 10 mins)"
"CSA020","166.68","6","CSA020"
"BENAZ","133.38","6","BENAZ"
"CANIN33","88.98","6","CANIN33"
"FELI","55","6","FELI"
"MED1C","41.12","6","MED1C"
"HOSPUPCS","45","6","HOSPUPCS"
"VET SOLU","17","6","VET SOLU"
"OPTIM","19","6","OPTIM"
"EXONT","20.5","6","Nail Trim (Exotic) -Tech"
"PANSNAP","53.9","6","Snap Pancreatitis Test"
"BM22","55","6","Fecal Floation & Smear IN"
"SM1W","211.5","6","SmallMammal Comprehensive Profile"
"106","125","5","ECG in Clinic( 3 readings)"
"313","266","5","313"
"2019","135","5","Behavioural Consultation"
"6294","155","5","Medetomidine/Dexdemetomidine > 45 kg"
"8517","28","5","8517"
"13855","29.2","5","13855"
"100095","106","5","100095"
"100729","20.82","5","100729"
"101018","5.1","5","101018"
"101100","29.95","5","101100"
"101362","11.98","5","101362"
"101640","7.1","5","101640"
"103071","46.41","5","103071"
"104091","18.58","5","104091"
"104270","1","5","104270"
"105664","7.62","5","105664"
"107744","5.88","5","107744"
"108740","33","5","108740"
"108742","36.26","5","108742"
"110066","35.12","5","110066"
"112655","54","5","112655"
"112808","21","5","112808"
"113015","40.7","5","113015"
"113511","24.16","5","113511"
"114355","9.69","5","114355"
"114615","39.9","5","114615"
"115344","18.58","5","115344"
"115877","22.49","5","115877"
"116878","43.95","5","116878"
"117158","16.9","5","117158"
"117567","45.21","5","117567"
"117887","2","5","117887"
"118448","65.2","5","118448"
"118591","110.59","5","118591"
"118693","36.5","5","118693"
"119302","109.66","5","119302"
"119303","42.98","5","119303"
"119309","106.77","5","119309"
"119328","103","5","119328"
"120462","19.28","5","120462"
"120478","20.55","5","120478"
"121048","68.88","5","121048"
"121376","78.94","5","121376"
"121727","17.87","5","121727"
"122531","62.67","5","122531"
"123184","62.98","5","123184"
"123185","62.68","5","123185"
"123299","10.85","5","123299"
"123498","3.09","5","123498"
"123916","81","5","123916"
"123918","23.56","5","123918"
"123982","8.12","5","123982"
"124132","35.88","5","124132"
"124470","76.58","5","124470"
"125015","30.52","5","125015"
"125039","40.85","5","125039"
"125413","35.7","5","125413"
"125450","50.4","5","125450"
"125601","75.7","5","125601"
"125664","47","5","125664"
"127722","1.75","5","127722"
"128040","85.99","5","128040"
"128049","4.18","5","128049"
"128053","68.65","5","128053"
"128904","4.58","5","128904"
"128905","52.92","5","128905"
"129827","56.22","5","129827"
"129866","180","5","129866"
"130003","40.97","5","130003"
"131072","9.8","5","131072"
"131236","23.87","5","131236"
"131559","2.5","5","131559"
"132210","84.9","5","132210"
"132264","13","5","132264"
"132532","52.02","5","132532"
"133598","30.56","5","133598"
"136203","16.42","5","136203"
"136814","11.29","5","136814"
"136867","8.48","5","136867"
"136986","10","5","136986"
"137102","18.9","5","137102"
"137289","126.99","5","137289"
"137403","9.8","5","137403"
"137948","72.56","5","137948"
"138037","7.16","5","138037"
"139177","73.26","5","139177"
"139198","140","5","139198"
"139393","65.07","5","139393"
"139467","5.48","5","139467"
"139473","3.63","5","139473"
"139882","70","5","139882"
"139885","22.84","5","139885"
"140514","76.8","5","140514"
"140522","67.2","5","140522"
"140581","59.04","5","140581"
"141275","22","5","141275"
"142319","49.17","5","142319"
"142546","10.47","5","142546"
"144100","93.12","5","144100"
"145149","6.52","5","145149"
"4304929","20.41","5","4304929"
"4640027","12.92","5","4640027"
"4958165","13.95","5","4958165"
"90900828","3.32","5","90900828"
"99011495","26.7","5","99011495"
"99013782","7.54","5","99013782"
"99015837","70.14","5","99015837"
"DO","28","5","DO"
"MEDI 42","58.45","5","MEDI 42"
"DEXA","180.25","5","DEXA"
"T435A","234.9","5","T435A"
"WDDC","50","5","WDDC"
"072019","49.8","5","072019"
"NOR1","17.88","5","NOR1"
"CHEW","15.9","5","CHEW"
"BAY2","34.5","5","BAY2"
"XMAS10","6.45","5","XMAS10"
"XMAS9","7.25","5","XMAS9"
"CANIN59","46.92","5","CANIN59"
"US10","402","5","US10"
"000","293","5","Histopathlology with FVS"
"002","130","5","002"
"XMAS4","4","5","XMAS4"
"CSA665","83.7","5","Adult Chem Antech"
"CSA600","108.9","5","Adult Chem CBC"
"MEDI 13","62.5","5","MEDI 13"
"CFLUA","174.07","5","Fluid Analysis with Cytology Antech"
"102.557","15.12","5","102.557"
"CLOT25","23.5","5","CLOT25"
"CIS1","91.4","5","CIS1"
"116A","16","5","Anesthesia - Topical Ophthalmic Freezing"
"SUMFURO","49.76","5","SUMFURO"
"UBA","29","5","UBA"
"MEDI 31","69.52","5","MEDI 31"
"005432","22.9","5","005432"
"MEDI  51","51.8","5","MEDI  51"
"MED 150","58.88","5","MED 150"
"EXO","17","5","EXO"
"U1","62.67","5","U1"
"FORT5","44.2","5","FORT5"
"MEDI 18","68.62","5","MEDI 18"
"MANUK","35","5","Manuka Honey Bandage"
"010634","71.04","5","010634"
"TRAMDOL","15","5","TRAMDOL"
"CLIN2","34.4","5","CLIN2"
"HYDROXI","29.4","5","HYDROXI"
"CANIN13","86.95","5","CANIN13"
"LAC","11","5","LAC"
"PROG","82.4","5","PROG"
"CANIN68","88.08","5","CANIN68"
"NOVA 3","13.85","5","NOVA 3"
"MEDI 111","36.8","5","MEDI 111"
"CANIN65","10.95","5","CANIN65"
"MEDI 15","60.9","5","MEDI 15"
"CANIN6","30.62","5","CANIN6"
"114526 A","15","5","114526 A"
"MED1J","109.89","5","MED1J"
"MEDI 86","39.06","5","MEDI 86"
"MED1O","37.45","5","MED1O"
"COO","150","5","Coombs & 4DX to Idexx"
"MISCTP","59","5","MISCTP"
"M1","36.96","5","M1"
"SURO2","119","5","SURO2"
"STRATH","7.85","5","STRATH"
"GWLPN","185","5","Gateway Lasting Paws Natural"
"OTOS","30","5","Otoscopic/Osurnia Recheck Exam"
"CANIN19","71","5","CANIN19"
"05-15","38.76","5","05-15"
"CUL","198.9","5","Aerobic Culture (Organism ID and Suscept"
"CORR","131.9","5","Cortisol (Random) OUT"
"00111","312","5","00111"
"RE","30","5","Rectal Exam"
"AZI2","41.16","5","AZI2"
"NAILTRIM","49.99","5","Nail Trim (Dogs/Cats) - Technologist"
"E-COL3C","22","5","E-COL3C"
"FLTGV","109.9","5","FLTGV"
"SED-IM","120","5","Sedation - Intramuscular"
"DOLP","26.6","5","DOLP"
"CM020","109.9","5","CM020"
"121485A","39.9","5","121485A"
"PIMO1.25","96","5","PIMO1.25"
"ULTRA 8","60","5","Dedicate Tech per hour"
"009614","36.66","5","009614"
"UBAV","23","5","UBAV"
"PARA1","25.5","5","PARA1"
"012609","16","5","012609"
"TON","11.9","5","TON"
"SC","120","5","SC"
"CN2","295","5","CN2"
"V 3  FEL","70","5","V 3  FEL"
"MEDI 114","18.16","5","MEDI 114"
"ECLIPS","24","5","ECLIPS"
"S14DR","65","5","S14DR"
"3","263.25","4","3"
"200","26","4","200"
"409","25","4","409"
"1113","36.5","4","1113"
"1425","20","4","1425"
"1780","35","4","1780"
"7093","165.9","4","7093"
"8032","362","4","8032"
"12047","13.35","4","12047"
"100281","12.3","4","100281"
"101109","15.12","4","101109"
"101363","10.98","4","101363"
"101370","22.4","4","101370"
"101650","24.53","4","101650"
"101653","31.3","4","101653"
"102600","6.66","4","102600"
"102982","42.05","4","102982"
"103088","37.35","4","103088"
"103865","36.55","4","103865"
"104274","10","4","104274"
"104473","85.63","4","104473"
"104740","7.59","4","104740"
"104865","33.08","4","104865"
"105015","17.76","4","105015"
"106101","43","4","106101"
"106212","53.68","4","106212"
"106981","55.07","4","106981"
"109204","40.89","4","109204"
"113808","39.38","4","113808"
"113914","39.8","4","113914"
"115014","20.2","4","115014"
"116588","22.48","4","116588"
"116876","19.5","4","116876"
"118163","9.96","4","118163"
"118501","35.21","4","118501"
"119988","41.24","4","119988"
"120267","16.95","4","120267"
"120387","40.6","4","120387"
"121222","114.92","4","121222"
"121347","34.49","4","121347"
"122119","7.66","4","122119"
"122133","4.23","4","122133"
"122153","8.24","4","122153"
"122273","101.76","4","122273"
"122274","31.86","4","122274"
"122468","32.3","4","122468"
"122534","19.4","4","122534"
"122645","16.03","4","122645"
"123497","2.17","4","123497"
"123539","54.82","4","123539"
"123543","59.61","4","123543"
"123559","11.75","4","123559"
"123608","115.7","4","123608"
"124083","22.35","4","124083"
"124186","116.06","4","124186"
"124331","77.5","4","124331"
"124950","8.23","4","124950"
"125037","15","4","125037"
"125303","29.17","4","125303"
"125324","149","4","125324"
"125366","15","4","125366"
"126002","12.7","4","126002"
"126523","15.6","4","126523"
"127711","44.2","4","127711"
"127716","29.69","4","127716"
"128047","81.96","4","128047"
"128067","33.27","4","128067"
"128201","27.82","4","128201"
"128215","25","4","128215"
"128318","33","4","128318"
"128466","4.12","4","128466"
"128914","4.16","4","128914"
"128915","4.08","4","128915"
"128916","30.65","4","128916"
"128917","74.06","4","128917"
"129005","43.68","4","129005"
"129238","27.52","4","129238"
"129240","13.76","4","129240"
"129359","12.29","4","129359"
"129804","27.04","4","129804"
"129813","42.8","4","129813"
"129821","61.81","4","129821"
"129839","165.16","4","129839"
"130008","64.44","4","130008"
"130933","6.18","4","130933"
"130941","7","4","130941"
"131068","44.19","4","131068"
"131230","23.8","4","131230"
"131560","3","4","131560"
"131925","10","4","131925"
"132112","17.94","4","132112"
"132312","24.93","4","132312"
"132334","23.75","4","132334"
"132529","58.93","4","132529"
"132875","28.16","4","132875"
"133190","9.6","4","133190"
"133612","19.46","4","133612"
"133935","5.16","4","133935"
"134035","17.5","4","134035"
"134134","26.67","4","134134"
"134438","40.4","4","134438"
"134491","62.4","4","134491"
"134696","6.09","4","134696"
"135195","20.16","4","135195"
"135200","24.43","4","135200"
"135605","129.6","4","135605"
"135824","59.76","4","135824"
"135953","22.48","4","135953"
"136846","11.86","4","136846"
"136850","5.2","4","136850"
"136868","7.41","4","136868"
"138023","6.02","4","138023"
"138306","4.49","4","138306"
"138314","7.06","4","138314"
"138646","6.45","4","138646"
"138844","73.2","4","138844"
"138941","8.1","4","138941"
"139230","40","4","139230"
"139325","165.8","4","139325"
"139334","89.76","4","139334"
"139344","107.03","4","139344"
"139358","6.97","4","139358"
"139420","6.49","4","139420"
"139638","5.61","4","139638"
"139867","84.81","4","139867"
"139962","55.98","4","139962"
"140032","34.13","4","140032"
"140512","132.96","4","140512"
"140516","75.98","4","140516"
"140521","74.39","4","140521"
"140699","168.77","4","140699"
"140731","72","4","140731"
"140732","25.72","4","140732"
"141280","4","4","141280"
"141603","119.99","4","141603"
"141789","9.64","4","141789"
"142533","20.7","4","142533"
"142836","323.02","4","142836"
"142857","61.64","4","142857"
"143732","12.07","4","143732"
"144039","58.17","4","144039"
"144605","14.7","4","144605"
"1402251","57","4","1402251"
"4165779","45.12","4","4165779"
"5151853","46","4","5151853"
"90901341","79.8","4","90901341"
"90909556","78.3","4","90909556"
"99007951","28.33","4","99007951"
"99008135","33","4","99008135"
"99012524","17.4","4","99012524"
"99012750","56.7","4","99012750"
"99015774","113.99","4","99015774"
"S4","34.63","4","S4"
"ITRA40","122.18","4","ITRA40"
"005424","36.6","4","005424"
"GER 1","145.6","4","Geriatric Panel + Fructosamine"
"MEDI 141","37.92","4","MEDI 141"
"016948","15.6","4","016948"
"005426","55.2","4","005426"
"PRED","19.65","4","PRED"
"ALLERGY","364","4","Allergy Panel  K9 Environmental - Idexx"
"ACA","42.15","4","ACA"
"JAN01","50","4","Blood Glucose Interpretation"
"BNPCA","118","4","Idexx - Canine ProBNP- add on OUT"
"FEL26A","15.96","4","FEL26A"
"AMLS","41.5","4","AMLS"
"DEX","29.22","4","DEX"
"CANIN26","94.99","4","CANIN26"
"ECHO1","390","4","ECHO1"
"022316","83","4","022316"
"FEL42","4.58","4","FEL42"
"CANIN36","28","4","CANIN36"
"FEL43","57.12","4","FEL43"
"DIAZ","3","4","DIAZ"
"MOM","29","4","MOM"
"PANA","20.4","4","PANA"
"NOVO-LEX","40","4","NOVO-LEX"
"HYCO S","31.96","4","HYCO S"
"IC","59","4","Intensive Care/Isolation Ward/24H"
"VET 1","41.82","4","VET 1"
"007402","19","4","007402"
"APO-A","21.4","4","APO-A"
"MEDI 77","42.3","4","MEDI 77"
"CANIN67","42.13","4","CANIN67"
"FEL1","107.87","4","FEL1"
"APOMORP","31","4","APOMORP"
"FPLI1","45","4","FPLI1"
"US1","425","4","Abdominal Ultrasound FVS Imaging"
"PRECRE11","175","4","Private Cremation w/ Urn <1kg"
"MED1I","56","4","MED1I"
"121356A","145.16","4","121356A"
"METAF","9.49","4","METAF"
"OPG","71.9","4","OPG"
"MEDI 140","65.76","4","MEDI 140"
"019565","35","4","019565"
"MEDI 48","73.24","4","MEDI 48"
"OTOMITE","13.52","4","OTOMITE"
"VETOQUIN","9.7","4","VETOQUIN"
"MEDI 79","63.36","4","MEDI 79"
"NOVO-R","13.25","4","NOVO-R"
"K","92.28","4","K"
"304A","75","4","304A"
"HILA","38.94","4","HILA"
"APO-AZI","31.68","4","APO-AZI"
"MEDI 81","32.16","4","MEDI 81"
"MED 161","14.1","4","MED 161"
"AARCS25","80","4","AARCS K9 Neuter 15-25kg"
"PANA2","13.5","4","PANA2"
"TREA","4.8","4","TREA"
"MEDI3","48.15","4","MEDI3"
"PRESCR","49.15","4","PRESCR"
"MED 39","89.12","4","MED 39"
"SED","46","4","SED"
"CROW","34.5","4","Crown Amputation"
"CADD290","64.5","4","Add on PTT and PTT"
"REUS3A","250","4","REUS3A"
"ACE10","15.52","4","ACE10"
"0028","160","4","0028"
"MEDI 115","37.54","4","MEDI 115"
"CIS","57","4","CIS"
"R8","29.28","4","R8"
