treatment_code,description,list_price,last_changed,months_held,confidence,tier,share_pct,charges_in_run,alt1_price,alt1_count,alt2_price,alt2_count,drifting,drift_price,drift_months,uses_365d,revenue_365d
HYDRO,"Apo- Hydroxyzine 50 mg capsule",16.8,2019-02-01,1,37,LOW,50,2,21.6,1,,0,false,,0,0,0
100283,"Epi-Soothe shampoo 16 oz",20.2,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
CS16345,"Fructosamine Antech",95,2019-02-01,1,40,LOW,50,4,96.64,2,,0,false,,0,0,0
127979,"K9 Rayne Apple & Pumpkin - 300g",18.94,2019-04-01,1,63,MEDIUM,100,1,,0,,0,true,31.44,1,0,0
UPCR,"Urine protein/creatinine ratio",66,2020-05-01,2,52,MEDIUM,66.7,3,76,1,,0,false,,0,0,0
122645,"Advantix II (under 4.5kg) per tube",37.9,2019-02-01,1,47,LOW,60,5,30.92,1,48.09,1,false,,0,0,0
125218,"Zeniquin 100 mg",95.6,2020-05-01,4,58,MEDIUM,57.1,7,53.8,1,129.04,1,false,,0,0,0
105664,"Gelatin caps self locking 100/bag",7.62,2020-05-01,1,68,MEDIUM,100,4,,0,,0,false,,0,0,0
016969,"Heartgard Plus Chew 11-22 kg (Green)",22.32,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
AMUL,"Anti-Mullerian Hormone Assay",283.9,2019-02-01,1,69,MEDIUM,100,5,,0,,0,false,,0,0,0
LH,"Leutenizing Hormone Assay",167.9,2019-02-01,1,68,MEDIUM,100,4,,0,,0,false,,0,0,0
3914604,"OMEPRAZOLE/L-GLUTAMINE100/37.5mg/ml",15,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
313,"Cremation Private Large Rock Urn",266,2019-02-01,1,40,LOW,50,4,315,2,,0,false,,0,0,0
CANIN31,"Canine Hills u/d 27.5 lbs",120.01,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
122647B,"Advantix II : 11-25 kg- 6's BOX",100.91,2019-02-01,1,30,LOW,33.3,3,101.91,1,99.81,1,false,,0,0,0
108742B,"Advantage Multi 55 Red (9.1-25kg) BOX",120.49,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
108738,"Advantage Multi 9 Orange (cats upto 4kg)",18,2020-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
BM2,"Vaginal Swab (With Cytology)",48,2019-02-01,2,62,MEDIUM,80,5,57.1,1,,0,false,,0,0,0
135824,"Hills Fel k/d early sup ckn/stew 156g",59.76,2019-03-01,3,62,MEDIUM,75,4,12.45,1,,0,false,,0,0,0
DEXT,"Dextrose  50%",29.3,2020-05-01,3,38,LOW,33.3,3,30,1,34,1,false,,0,0,0
108928,"Nutri-Cal 120.5gm",30.43,2020-01-01,3,56,MEDIUM,66.7,3,19.02,1,,0,false,,0,0,0
105113,"Propalin 50mg/ml 100 ml",97,2019-02-01,1,48,LOW,66.7,3,48.5,1,,0,false,,0,0,0
101108,"Polytopic Ointment 15g",11.2,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
98,"Service Charge",88,2019-02-01,2,41,LOW,50,2,6,1,,0,false,,0,0,0
126234,"Clotrimaderm Crm 1% 30g",16.6,2019-02-01,2,59,MEDIUM,71.4,7,33.2,2,,0,false,,0,0,0
SED,"Sedation For Euthanasia",46,2019-02-01,1,64,MEDIUM,87.5,8,85,1,,0,false,,0,0,0
METRO2,"Metronidazole 25 Mg Tb Chewable",15.55,2019-02-01,1,42,LOW,50,6,15,2,8,1,false,,0,0,0
90902523,"RANITIDINE 10MG/ML SUMMIT",30,2019-02-01,1,46,LOW,43.5,23,53,3,42,2,false,,0,0,0
4242153,"Potasium Citrate 650mg/ml (60 mls/btl)",27,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
RX,"Tside Pharmacy",21,2019-02-01,2,46,LOW,50,6,90,1,38,1,false,,0,0,0
S5,"Canine Hills Rd With Chicken 17.6 Lbs",64.02,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
0014A,"Dog Spay > 45 Kg",515,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
VETOQUIN,"Hairball Preparation(tuna)-3oz",10,2019-02-01,1,40,LOW,50,4,10.4,2,,0,false,,0,0,0
FEL39,"Feline Hills Rd With Chicken 8.5 Lb",49.73,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
MEDI 114,"Medi-Cal Rc Feline Weight Control -2 Kg",18.16,2019-02-01,1,40,LOW,50,4,22.86,2,,0,false,,0,0,0
NOV,"Novolin Nph Insulin 10 Ml",38,2019-02-01,1,44,LOW,50,8,39.52,4,,0,false,,0,0,0
R6,"Canine Hills Wd With Chicken 17.6 Lbs",48.34,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
HILLSFEL,"Hills FREE FEL Kitten Coupon-Free 1.36kg",19.99,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
123559,"MCRC Feline Weight Control 165g cans",338.4,2019-02-01,1,37,LOW,50,2,18.8,1,,0,false,,0,0,0
116985,"Vetoryl 60mg x 30's",147.19,2019-02-01,8,60,MEDIUM,41.7,12,142.8,4,148.66,2,false,,0,0,0
128055,"Hills Fel H.A. Adult Entree 5.5oz",54.96,2019-02-01,5,66,MEDIUM,62.5,8,14.46,1,9.64,1,false,,0,0,0
CANIN55,"Canine Hills r/d Chicken 8.5 lbs",38.18,2019-02-01,1,63,MEDIUM,85.7,7,37.19,1,,0,false,,0,0,0
133550,"ACT  Levetiracetam 750 mg (100 tbs)",107,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
PIVCO,"Peripheral IV Catheter - Only",72,2025-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
GWEC,"Gateway Elite Cat Urn",144,2025-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
104376,"Hills Fel c/d Ocean Fish 156g",4.26,2019-02-01,1,31,LOW,23.1,13,10.65,3,6.39,2,false,,0,0,0
109204,"Ranitidine Inj 25 mg/ml",40.89,2019-02-01,1,35,LOW,33.3,9,31.44,2,30,1,false,,0,0,0
EUTH,"Euthansol 340 mg/ml  250 ml",29.3,2019-02-01,1,37,LOW,50,2,20,1,,0,true,31.96,1,0,0
125303,"Oxytocin Injection",29.17,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
ULTRA 7,"Ultrasound Echocardiogram (Thorax)",475,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
132262,"MCRC K9 Original Treats 500g",12.59,2019-02-01,2,46,LOW,50,6,9,1,8.99,1,false,,0,0,0
132112,"Adaptil (DAP) Diffuser",17.94,2019-03-01,2,69,MEDIUM,100,2,,0,,0,false,,0,0,0
060,"Nutravet Nutraease dogs &cats 100 cps",48.48,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
123978,"Optixcare with Hyaluron  25 g",37.98,2019-02-01,1,70,MEDIUM,100,7,,0,,0,false,,0,0,0
118345,"PVD K9 HA Vegetarian 11.3kg",106.92,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
13855,"Atropine 0.5mg/ml inj",29.2,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
117739,"PVD K9 DH - 8.16kg",102.94,2024-03-01,2,69,MEDIUM,100,2,,0,,0,false,,0,0,0
THEOSUMM,"Theophylline 60mg/ml - 30mls",34.25,2019-02-01,3,48,LOW,50,4,34.14,2,,0,false,,0,0,0
PREDSUM,"Prednisone 5mg/mL- 30mls",33.31,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
OX1,"Oxbow Critical Care 20 Ml",4,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
FS,"Feline Spay",160,2019-02-01,1,56,MEDIUM,66.7,15,110,2,230,2,false,,0,0,0
LEUK,"Leuk  Feline",10,2019-02-01,1,73,MEDIUM,100,12,,0,,0,false,,0,0,0
1009AB,"FVRCP + Chlamidia combined",35,2019-02-01,1,79,HIGH,100,33,,0,,0,false,,0,0,0
00111,"Culture and sensitivity to IDEXX",187.2,2024-04-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
135606,"RC Fel Satiety 2.9 oz.",1.61,2019-10-01,2,41,LOW,50,2,38.64,1,,0,true,35.54,1,0,0
143070,"Virbac Keratolux Medicated Shampoo 473ml",59.98,2024-04-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
129808,"Malacetic wet wipes 100 count",43.3,2022-11-01,2,58,MEDIUM,75,4,39.38,1,,0,true,46.7,1,0,0
NOVA 3,"Novo-Amoxicillin 250mg/5 Ml   75 Ml",13.85,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
K1VIT1,"Vitamine K1  Suspension 2 Mg",98.5,2019-02-01,1,40,LOW,50,4,50,2,,0,false,,0,0,0
411,"Doxirobe  Gel Treatment",95,2019-02-01,1,36,LOW,40,5,47.5,1,96,1,false,,0,0,0
DECL,"Includes E-Collar",228,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
T220,"Bile Acid Profile (antech)",55,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
FN,"Feline Neuter",115,2019-02-01,1,50,MEDIUM,60,10,90,2,110,2,false,,0,0,0
SC,"Rescue  K9  Spay",120,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
121901,"Breathalyser Chlorhex. 0.12% Rinse 237ml",11.5,2019-02-01,1,59,MEDIUM,75,12,23,2,5.75,1,false,,0,0,0
ACE10,"Acepromazine 10 mg Summit",24.32,2019-02-01,1,40,LOW,50,4,15,1,15.52,1,false,,0,0,0
132811,"Dermoscent Pyo-Clean Spray 50ml",20.98,2020-05-01,2,73,MEDIUM,100,5,,0,,0,false,,0,0,0
DISCOUNT,"Profesional Discount 20%",9.88,2019-02-01,2,40,LOW,40,5,21.82,1,11.68,1,false,,0,0,0
FEL7,"Feline Hills ID 1.82kg",25.08,2019-02-01,1,39,LOW,42.9,7,26.33,2,26.59,1,true,29.99,1,0,0
3943192,"Gabapentin 100mg/ml (30ml)",35.96,2019-02-01,1,70,MEDIUM,100,6,,0,,0,false,,0,0,0
121381,"Synovial G-Max Soft Chews - 240's",122.82,2019-02-01,1,48,LOW,66.7,3,119.67,1,,0,false,,0,0,0
137325,"Rayne Fel Kangaroo Maint - 354g",110.7,2022-09-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
139618,"CET K9 Hextra Chews Medium - 30s",24,2022-09-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
140693,"RC Fel Urinary SO Mod Cal - 1.5kg",35.52,2023-02-01,3,77,HIGH,100,6,,0,,0,false,,0,0,0
124470,"4 CYTE K9 & Fel 100g",43.76,2022-10-01,5,67,MEDIUM,66.7,6,76.58,2,,0,false,,0,0,0
PRIC3333,"Private Cremation w/Wood Urn 10.1kg-45kg",385,2022-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
125404,"Novamoxin caps 500mg",24,2022-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
FHO,"femoral head ostectomy (1 leg)",720,2022-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
DENAMA,"Denamarin 13-34 Lbs (medium)",58.5,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
MICRO,"Advanced Iso Microchip",60,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
CODEI,"Codeine 30 mg Tablet",20.2,2019-02-01,1,27,LOW,25,4,15.12,1,0.36,1,false,,0,0,0
MEDI 93,"Medi-Cal Rc Feline Hypoallergenic -4.5kg",33.62,2019-02-01,1,35,LOW,33.3,9,47.96,2,43.69,1,false,,0,0,0
128328,"Therabites K9/Fel Mellows - 30s",15.74,2023-12-01,3,55,MEDIUM,60,5,47.22,2,,0,false,,0,0,0
140009,"Onsior for Dogs 10mg",60,2022-04-01,2,41,LOW,50,2,28.8,1,,0,false,,0,0,0
PRICRE44,"Private Cremation w/ Urn +45kg",360,2023-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
131006,"Catalyst TT4 Slides",23.35,2023-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
JORVET,"Nail Trimmer buster - Small",18.75,2023-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
133690,"PVD K9 EN Low Fat - 14.5kg",159.18,2023-12-01,1,65,MEDIUM,100,2,,0,,0,true,190.8,1,0,0
121038,"Exo Terra calcium & vit D3 40g",7.15,2023-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
139617,"CET K9 Hextra Chews Small - 30s",12.02,2021-05-01,1,63,MEDIUM,100,1,,0,,0,true,16.87,1,0,0
139134,"Greenie Fel Treat Chicken - 60g",3.82,2023-12-01,3,76,HIGH,100,4,,0,,0,false,,0,0,0
134629,"Naloxone Inj. 0.4mg/ml",63.46,2023-09-01,1,63,MEDIUM,100,1,,0,,0,true,38.6,1,0,0
137104,"Thyro Tab 0.5mg",56.4,2024-01-01,2,52,MEDIUM,66.7,3,59.4,1,,0,false,,0,0,0
THERA1,"Thera-Bites MELLOWS for DOGS",20.37,2019-02-01,2,55,MEDIUM,66.7,6,40.44,1,20.22,1,false,,0,0,0
FELI1,"Feliway Refills",29,2019-02-01,1,48,LOW,66.7,3,25.68,1,,0,false,,0,0,0
MEDI 73,"MCRC K9 Sensitivity RC 3 kg",39.2,2019-02-01,3,63,MEDIUM,66.7,12,40.95,3,45.99,1,false,,0,0,0
BETA,"BETHANECOL 10 MG TB",16.6,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
IMREX2,"Imrex 50ml (small)",6,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
SAPOMOR,"Apomorphine 2 mg tb (Summit)",37,2019-02-01,1,69,MEDIUM,100,5,,0,,0,false,,0,0,0
FEL1,"Feline Hills Metabolic 17.6 lbs",20.66,2019-02-01,1,33,LOW,33.3,6,107.87,2,99.96,2,false,,0,0,0
ADVNTIX1,"K9 Advantix 10 (under 4.5kg)",29.44,2019-02-01,1,48,LOW,66.7,3,64.32,1,,0,false,,0,0,0
FELI,"Feliway Diffusers",55,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
EPA,"Epakitin 60 g",23,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
124239,"CAT LITTER WORLDS BEST (KERNEL CORN) 28L",50.66,2024-10-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
PET3,"PETRAYS (30 MINUTES REPORT)",188,2019-02-01,2,69,MEDIUM,100,2,,0,,0,false,,0,0,0
103855,"Atropine 0.5mg/ml inj",30.36,2019-02-01,1,48,LOW,66.7,3,30.66,1,,0,false,,0,0,0
3830054,"Atenolol 10mg/ml (Summit)",33.6,2019-02-01,1,48,LOW,66.7,3,22.8,1,,0,false,,0,0,0
FELWGTCL,"MCRC Feline Weight Control 8kg",95.69,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
129241,"Whimzee Alligator Small - 24/bag",13.76,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
MEDI 21,"MCRC K9 Hypo HP 14 kg",130.9,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
NOVA1,"Novamoxin Susp 125mg/5ml  75ml",9.79,2019-02-01,1,30,LOW,33.3,3,15.5,1,43.43,1,false,,0,0,0
121981,"Simple Syrup 500ml",7.59,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
FEL45,"Feline Hills GD Can 156G",52.56,2019-02-01,1,48,LOW,66.7,3,4.18,1,,0,false,,0,0,0
300A,"Crem.PotF Adore Midnight Small Brass",323,2019-02-01,1,37,LOW,50,2,240,1,,0,false,,0,0,0
CM020,"Aerobic culture and sensitivity Antech",109.9,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
122647,"K9 Advantix II (11kg-25kg) per tube",35.66,2019-02-01,1,41,LOW,34.6,26,17.83,8,41.24,7,false,,0,0,0
MILK1,"Milk Replacer Pro-Biolac Kittens 200 G",25,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
114526,"Flamazine Crm 500g In Clinic Use",20,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
XMAS3,"Xmas Toy $3",3,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
IOD,"Gentle Iodine (povidone-iodine topical )",10,2022-09-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
OMP,"Omeprazole 2.5 mg/cps(30 cps/pill vial)",27,2019-02-01,1,37,LOW,50,2,14.75,1,,0,false,,0,0,0
118854,"RX Vitamins Liquid Immuno Chicken - 60ml",38.32,2022-02-01,4,83,HIGH,100,9,,0,,0,false,,0,0,0
140647,"FEL RAYNE KANGAROO CHUNKY STEW 182g",131.28,2022-09-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
125402,"Novamoxin caps 250mg - 100s",747.42,2022-09-01,1,37,LOW,50,2,19.35,1,,0,false,,0,0,0
104643,"Fresh Flow Pet Fountain Repl. Filter",8.7,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
111793,"Nail Trimmer Coastal Lil Pals",6.05,2022-09-01,1,37,LOW,50,2,12.1,1,,0,false,,0,0,0
SUMMELOX,"Meloxicam 1.3 mg/ml in house [summit]",15,2019-02-01,1,48,LOW,66.7,3,22.35,1,,0,false,,0,0,0
139268,"Osurnia Otic Gel (2x1ml)",46.34,2022-08-01,3,74,MEDIUM,90,10,58.34,1,,0,false,,0,0,0
140308,"Feliway Classic 30 days refill 3x48 ml",61.65,2022-02-01,8,63,MEDIUM,50,8,68.81,2,49.32,1,false,,0,0,0
125479,"Apo Furosemide 40mg tablet",13.8,2022-04-01,3,48,LOW,50,4,14.16,1,14.4,1,false,,0,0,0
FSLGI,"Freestyle Libre Glucose Interpretation",50,2022-09-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
106047,"Oxbow Critical Care (Anise) 141g",14.48,2022-09-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
127723,"PVD Fel Ess. Care indoor 1.6kg",21.34,2022-10-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
O,"Canine Hills Jd 27.5 Lbs",90.81,2019-02-01,1,37,LOW,50,2,91.92,1,,0,false,,0,0,0
BAYER,"Baytril 150 Mg Tb",34.2,2019-02-01,1,33,LOW,33.3,6,39.6,1,40,1,false,,0,0,0
TYL,"Tylosin 50mg/ml",25.5,2019-02-01,2,41,LOW,50,2,24.39,1,,0,true,15.3,1,0,0
100729,"Bitter Apple Spray - 8oz",16.78,2020-11-01,2,41,LOW,50,2,21.72,1,,0,false,,0,0,0
118735,"Aventi KP  Cats  50 G",22.88,2019-02-01,1,48,LOW,66.7,3,23.96,1,,0,false,,0,0,0
CT760,"Urinalysis Antech (with collection)",85,2019-02-01,1,48,LOW,66.7,3,86.41,1,,0,false,,0,0,0
135819,"Fel PVD NF (Advanced Care) - 3.63kg",57.69,2020-02-01,3,56,MEDIUM,66.7,3,79.66,1,,0,false,,0,0,0
140500,"Silver Honey Ointment (in clinic)",19.64,2024-07-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
125411,"Ampicillin 250mg",33,2024-04-01,2,41,LOW,50,2,12.7,1,,0,false,,0,0,0
135009,"Catit Senses 2.0 Catnip Spray",3.5,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
012044,"Metronidazole 500mg",26.1,2019-02-01,1,30,LOW,33.3,3,42.6,1,33.42,1,true,48.72,1,0,0
129823,"Dentacetic Dental Wipes - 25's",14.44,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
122559,"MCRC K9 Mature Consult SD 1.5kg",19,2019-02-01,1,54,MEDIUM,75,4,34.39,1,,0,false,,0,0,0
125658,"Hills Fel s/d 156g",2.82,2019-02-01,1,36,LOW,40,5,67.68,2,18.96,1,true,34.76,1,0,0
128908,"Hills K9 i/d Low Fat stew 165g",53.76,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
128728,"Oxbow Critical Care (Apple Banana) 454gm",47.43,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
ULTRA8,"Ultrasound Echocardiogram FVC",500,2019-09-01,2,52,MEDIUM,66.7,3,558,1,,0,false,,0,0,0
105015,"Apo- Amoxi Clav 500/125 mg tablet",38.88,2019-02-01,1,46,LOW,50,14,31.2,4,50.4,2,false,,0,0,0
CSA912,"Vetscreen/CBC/T4 FT4 ED Antech",221.1,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
CT750,"Phenobarbital Antech",81.9,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
124218,"Aventiclav 62.5mg tablet",18.3,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
REUS2,"Referral Echocardiogram-""REX ""Stinert",350,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
CANIN71,"Canine Hills c/d Can 370 G",35.76,2019-02-01,1,45,LOW,50,10,32.01,2,4.52,1,false,,0,0,0
124950,"Orijen Freeze Dried Treats - Duck",6.99,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
124948,"Orijen Freeze Dried Treats - Bison",6.99,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
115952,"Novifit M 200 mg  30' box",51.65,2019-02-01,1,37,LOW,50,2,103.3,1,,0,false,,0,0,0
CHX,"CHX Oral Rinse 237ml",13.28,2019-02-01,1,58,MEDIUM,80,5,6.64,1,,0,false,,0,0,0
009614,"Ampicillin Na Inj 1gm Teva per vial",36.66,2019-02-01,1,70,MEDIUM,92.9,14,18.33,1,,0,false,,0,0,0
METRO,"Metronidazole Inj 500 mg In Water-100 ml",15.54,2019-02-01,1,48,LOW,66.7,3,21.54,1,,0,false,,0,0,0
009227,"Potassium Chl 20 meq per vial",30.8,2019-02-01,1,70,MEDIUM,100,6,,0,,0,false,,0,0,0
K-BROM,"Potassium Bromide 600 mg/ cps",86.4,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
111507,"TRIZEDTA  aquaeous 4 OZ",35.5,2019-02-01,1,27,LOW,25,4,40.5,1,21,1,false,,0,0,0
123982,"Recoverpet probiotic plus  2 g sachet",16.5,2019-02-01,1,24,LOW,16.7,6,8.12,1,11.6,1,false,,0,0,0
125047,"Panolog Ointment 15 ml",24.55,2019-02-01,1,68,MEDIUM,100,4,,0,,0,false,,0,0,0
FEL26A,"Feline Hills s/d 156 G Can",25.8,2019-02-01,1,33,LOW,33.3,6,33.84,2,67.68,1,false,,0,0,0
FEL2,"FELIWAY spray 20 ml",23.5,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
CSA055,"PreOp Screen w/CBC Antech",95.2,2019-02-01,1,37,LOW,50,2,97.08,1,,0,false,,0,0,0
138266,"MCRC Fel Urinary SO Moderate Calorie 8kg",51.57,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
102545,"Eye Stream Eye Wash 118ml",12.5,2019-11-01,7,90,HIGH,100,7,,0,,0,false,,0,0,0
115017,"BOOTS DOG XTRM WEATHER SMALL",18.38,2021-01-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
132531,"Glandex poweder 2.5 oz",26.27,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
137004,"K9 acana classic prairie poultry 11.4 kg",39.38,2021-01-01,6,92,HIGH,100,11,,0,,0,false,,0,0,0
135608,"canine MCRC advanced mobilty satiety 3.5",39.99,2021-01-01,4,80,HIGH,100,5,,0,,0,false,,0,0,0
122533,"MCRC K9 Development LrgBrd 14 kg",96.46,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
108962,"Viralys powder 100 g",23.8,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
JAMP,"Atenolol 25 mg",19.5,2020-12-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
1022,"Furosemide 5 mg/ml",45,2020-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
PARA1,"Wood's Lamp",25.5,2019-10-01,3,74,MEDIUM,100,3,,0,,0,false,,0,0,0
ITRA40,"Itraconazole 40mg/mL - 30ml",88.27,2020-03-01,1,63,MEDIUM,100,1,,0,,0,true,122.18,1,0,0
136685,"Catit lickable chicken and liver",3.57,2020-10-01,3,56,MEDIUM,66.7,3,7.14,1,,0,false,,0,0,0
137782,"Galliprant 20mg TAB",15.54,2020-10-01,2,41,LOW,50,2,18.66,1,,0,true,34.2,1,0,0
315,"Cremation Private  Small  Rock Urn",210,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
114615,"Canine CPLi Snap Test",39.9,2020-02-01,5,76,HIGH,83.3,6,55.9,1,,0,false,,0,0,0
ALLERGRO,"Allergroom Shampoo  16 Oz",23,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
0616,"Hydrocodone 2.5 mg",27,2020-06-01,2,41,LOW,50,2,37,1,,0,false,,0,0,0
ORB,"Orbax 68 Mg",42,2019-02-01,1,48,LOW,66.7,3,60,1,,0,false,,0,0,0
010634,"Optimmune Ophth Oint 3.5gm Sch",71.04,2019-02-01,1,44,LOW,50,8,48,2,55,1,false,,0,0,0
123303,"Therabites chicken tablet tucker 30/pkg",5.99,2023-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
DENTALFL,"Dental Flap",25,2019-11-01,2,41,LOW,50,2,50,1,,0,false,,0,0,0
CTP1,"THYROID PROFILE 1 CANINE",291.3,2023-05-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
904697,"Sharps container 4 L",18.54,2022-07-01,6,80,HIGH,83.3,6,11.2,1,,0,false,,0,0,0
506,"Nutravet Nutracoat dogs & cats 45 cps",44.32,2019-02-01,1,48,LOW,66.7,3,22.16,1,,0,false,,0,0,0
140812,"Catit Pixi Fountain - Mint Green",30,2022-12-01,1,63,MEDIUM,100,1,,0,,0,true,42,1,0,0
METHH,"Methimazole 5 mg/ml 30 mls",35,2022-06-01,3,56,MEDIUM,66.7,3,15,1,,0,false,,0,0,0
129838,"PVD K9 HA Chicken - 7.48kg",119.35,2023-06-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
KC3,"Potassium Citrate 350 mg",76.8,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
CLODA,"Clotrimazole / Dexamethasone 1/0.1% otic",36.6,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
ATO1,"Atopica 25mg capsules",70.8,2019-02-01,1,37,LOW,50,2,49.9,1,,0,false,,0,0,0
NOVI1,"Novifit L 400 mg tablets -30 's box",79,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
CETA,"CET AquaDent 500 ml Virbac",20.78,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
THERC,"THERABITES CHICKEN TABLET TUCKER 30/PKG",9,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
THERD,"THERABITES DUCK TABLET TUCKER 30/PKG",9,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
MEDI1,"Medi-Cal Canine Dental Formula 3.5 Kg",22.38,2019-02-01,1,70,MEDIUM,100,6,,0,,0,false,,0,0,0
