treatment_code,description,list_price,last_changed,days_held,months_held,previous_price,last_old_price_date,confidence,tier,share_pct,charges_in_run,drifting,drift_price,drift_months,uses_365d,revenue_365d
135468,"Pro Otic HC 1% Hydrocortisone - 60 ml",36,2022-04-12,1454,5,36.96,2021-04-16,91,HIGH,100,19,false,,0,0,0
127723,"PVD Fel Ess. Care indoor 1.6kg",21.34,2022-10-01,1282,2,,,52,MEDIUM,66.7,3,false,,0,0,0
EXSPA,"Spay - Exotic",197.5,2022-09-23,1290,1,,,67,MEDIUM,100,3,false,,0,0,0
JORVET,"Nail Trimmer buster - Small",13.39,2022-11-26,1226,1,,,65,MEDIUM,100,2,false,,0,0,0
125402,"Novamoxin caps 250mg -",19.35,2022-09-23,1290,2,747.42,2022-09-02,44,LOW,50,4,false,,0,0,0
122531,"MCRC Development Puppy",62.67,2021-07-13,1727,6,,,86,HIGH,90,10,false,,0,0,0
ULTRA 7,"Ultrasound Echocardiogram (Thorax)",475,2019-02-03,2618,3,,,79,HIGH,100,8,true,300,1,0,0
137327,"Rayne Fel Adult RSS  chunky Stew- 182gr",96,2021-11-24,1593,3,,,76,HIGH,100,4,true,117.6,1,0,0
139618,"CET K9 Hextra Chews Medium - 30s",24,2022-09-30,1283,2,,,70,MEDIUM,100,3,false,,0,0,0
AARCS25,"AARCS K9 Neuter 15-25kg",80,2019-02-03,2618,1,,,70,MEDIUM,100,7,false,,0,0,0
ALU,"Aluminium acetate/hydrocortisone 2/1%",12.17,2019-02-03,2618,1,,,48,LOW,66.7,3,false,,0,0,0
PATAS,"Potassium Bromide 1000 Mg/Cap",52,2019-02-03,2618,1,,,47,LOW,60,5,false,,0,0,0
CATLA,"Cat Toy Large",4.16,2019-02-03,2618,1,,,61,MEDIUM,83.3,6,false,,0,0,0
PREDNIS,"Prednisolone Opthalmic 0.12 %    10 Ml",31.2,2019-02-03,2618,1,,,56,MEDIUM,70,10,false,,0,0,0
VETM,"Vetmedin 2.5 Mg Tb",34.2,2019-02-03,2618,1,,,34,LOW,30,10,false,,0,0,0
000791,"Epiotic Cleanser 16oz",30.16,2019-02-03,2618,1,,,64,MEDIUM,87.5,8,false,,0,0,0
U3,"Canine Hills Healthy Advantage Puppy Lar",87.13,2019-02-03,2618,1,,,47,LOW,45.8,24,false,,0,0,0
RIMADYL1,"Rimadyl 25 Mg Chewable",12.48,2019-02-03,2618,1,,,33,LOW,33.3,6,false,,0,0,0
125175,"Defensor 3 (KV) 50x1dose",3.94,2019-02-03,2618,2,,,41,LOW,50,2,false,,0,0,0
133598,"Mupirocin 2% Ointment 30g (Taro)",30.56,2019-02-03,2618,3,,,72,MEDIUM,87.5,8,false,,0,0,0
BOEHRING,"Vetmedin 2.5 Mg Tb",65.4,2019-02-03,2618,1,,,39,LOW,35.7,14,false,,0,0,0
ATENOLOL,"Atenolol 25 Mg Tb",23.5,2019-02-03,2618,1,,,24,LOW,16.7,6,false,,0,0,0
SULF 1,"Apo-Sulfatrim 100-20 Mg",16.4,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
PROF 1,"Profender Medium 2.6-5 Kg",14,2019-02-03,2618,1,,,58,MEDIUM,72.7,11,false,,0,0,0
007402,"Theophylline  Tab 200mg Gnr 100",37.2,2019-02-03,2618,1,,,36,LOW,40,5,false,,0,0,0
ALUMMIX,"Alum Ace Hydrocortisone MIX",21,2019-02-03,2618,3,,,51,MEDIUM,50,8,false,,0,0,0
SULF 2,"Apo-Sulfatrim 400-80 mg",15,2019-02-03,2618,1,,,37,LOW,50,2,false,,0,0,0
101653,"Metronidazole Inj 500 mg/100 ml per ml",39,2019-02-03,2618,1,,,36,LOW,21.6,37,false,,0,0,0
127042,"Metoclopramide 5mg/ml  2ml",31.08,2019-02-03,2618,1,,,32,LOW,21.1,19,false,,0,0,0
122699,"Thyro Tab 0.1mg",14.7,2019-02-03,2618,1,,,39,LOW,42.9,7,false,,0,0,0
METOCL,"Metoclopramide 5mg Summit",17.7,2019-02-03,2618,1,,,33,LOW,27.3,11,false,,0,0,0
ENAL2,"Apo-enalapril 2.5 mg tb",62,2019-02-03,2618,1,,,41,LOW,44.4,9,false,,0,0,0
OPG,"Fecal Ova + Parasite with Giardia",71.9,2019-02-03,2618,2,,,61,MEDIUM,69.2,13,true,93.4,1,0,0
MEDI 109,"MCRC Feline Adult 380 g",64.19,2019-02-03,2618,2,,,41,LOW,37.5,8,false,,0,0,0
125000,"Tylan Soluble Powder (per gram)",42.3,2019-02-03,2618,1,,,57,MEDIUM,75,8,false,,0,0,0
MED1A,"MCRC GI Puppy 4 kg",53.41,2019-02-03,2618,3,,,58,MEDIUM,50,28,false,,0,0,0
XMAS5,"Xmas Toy $6.45",26.64,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
127943,"Progut Plus Powder 180g",46.98,2019-02-03,2618,1,,,67,MEDIUM,100,3,false,,0,0,0
134293,"Hills Canine Dental Care Chews Reg-12oz",12.11,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
INTER7,"Interceptor White 23mg-6's BOX",60.09,2019-02-03,2618,1,,,51,MEDIUM,51.9,27,false,,0,0,0
CORTIS,"Cortisoothe Shampoo (6 Fl. oz)",31.24,2019-02-03,2618,1,,,46,LOW,50,14,false,,0,0,0
8540891,"DECLINED: Maropitant (as Citrate) 20 mg/",117.16,2025-02-14,415,1,,,67,MEDIUM,100,3,false,,0,0,0
143739,"K9 PVD EN Low Fat 7.48kg",104.88,2025-02-15,414,1,,,67,MEDIUM,100,3,false,,0,0,0
TYL,"Tylosin 50mg/ml",24.39,2024-12-30,461,1,,,63,MEDIUM,100,1,true,15.3,1,0,0
GWEC,"Gateway Elite Cat Urn",144,2025-02-25,404,1,,,67,MEDIUM,100,3,false,,0,0,0
101378,"Maxitrol 0.1% Ointment 3.5g",30.04,2022-07-30,1345,10,59.98,2022-06-30,92,HIGH,95,20,true,42.04,1,0,0
135143,"Glandex PB Chews - 30s",17.37,2021-03-04,1858,2,,,41,LOW,50,2,true,30.79,2,0,0
142836,"Apoquel Chewable Tablets 16mg(100 tabs)",358.48,2024-10-17,535,2,,,52,MEDIUM,66.7,3,true,294.75,2,0,0
134998,"Purebites Fel Salmon - 26g",3.85,2022-08-25,1319,1,,,63,MEDIUM,100,1,true,5.39,1,0,0
100294,"Epi-otic Ear Cleanser 4 oz",9.12,2019-02-03,2618,1,,,72,MEDIUM,100,9,true,17.52,1,0,0
125658,"Hills Fel s/d 156g",67.68,2019-02-03,2618,2,,,57,MEDIUM,63.6,11,true,79.92,1,0,0
4640027,"Alprazolam 0.5 mg",12.92,2019-02-03,2618,2,,,41,LOW,50,2,true,14.18,2,0,0
121981,"Simple Syrup 500ml",7.59,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
90901955,"Potassium Citrate500mg/ml 180mls",36.08,2019-09-23,2386,5,26,2019-02-03,66,MEDIUM,62.5,8,false,,0,0,0
128908,"Hills K9 i/d Low Fat stew 165g",53.76,2019-02-03,2618,1,,,67,MEDIUM,100,3,false,,0,0,0
128728,"Oxbow Critical Care (Apple Banana) 454gm",47.43,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
104274,"Needle Terumo 22g x 1 inch",10,2019-02-03,2618,1,,,48,LOW,66.7,3,false,,0,0,0
FLEX 1,"Nutraflex dogs&cats 60 cps",54,2019-02-03,2618,1,,,75,HIGH,100,16,false,,0,0,0
SDMA 1,"SDMA IN CLINIC ADD ON",36,2019-02-03,2618,3,,,84,HIGH,100,20,false,,0,0,0
134402,"Hilary's Just Add Meat Lentils 85g",9.1,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
134404,"Hilary's Blend Jam Antigen Lentils - 2kg",59.8,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
114615,"Canine CPLi Snap Test",39.9,2020-02-24,2232,5,,,78,HIGH,85.7,7,false,,0,0,0
133798,"Rebound Recuperation for Dogs 150ml",16.44,2019-11-14,2334,3,,,77,HIGH,100,6,false,,0,0,0
300A,"Paw Print Brass (any size)",230,2019-02-03,2618,1,,,39,LOW,42.9,7,false,,0,0,0
FUNGUSS,"Fungal Culture - Idexx",119.9,2019-02-03,2618,3,,,60,MEDIUM,63.6,11,false,,0,0,0
016969,"Heartgard Plus Chew 11-22 kg (Green)",22.32,2019-02-03,2618,1,,,42,LOW,50,6,false,,0,0,0
MILK1,"Milk Replacer Pro-Biolac Kittens 200 G",25,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
114526,"Flamazine Crm 500g In Clinic Use",20,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
MEDI 78,"Medi-Cal Rc Canine Preventive Main Form",12.18,2019-02-03,2618,1,,,37,LOW,50,2,false,,0,0,0
LAXA,"Laxatone 70.9 G Tuna Flavour",9.7,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
MEDI S,"Satiety Support 14 Kg Bag",87.5,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
CLEANING,"Dental cleaning add on to surgery",200,2019-02-03,2618,1,,,73,MEDIUM,100,12,false,,0,0,0
108742B,"DECLINED: Advantage Multi 55 Red (9.1-25",117.66,2019-02-03,2618,1,,,40,LOW,50,4,false,,0,0,0
031408,"Vettest Nsaid Panel IDx",38.58,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
CERE 1,"Cerenia  tablets  16 Mg",6.5,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
SNAPHWTE,"Snap Heartworm 4 DX IDexx",59,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
PET 2,"PETRAYS (60 MINUTES REPORT)",162,2019-02-03,2618,3,,,66,MEDIUM,80,5,false,,0,0,0
T460,"Free T4 Canine/Feline - Idexx",108.9,2019-02-03,2618,2,,,48,LOW,46.2,13,false,,0,0,0
CSA370,"Thyroid Profile 2 (T4 FT4ED)",132.26,2019-02-03,2618,1,,,40,LOW,50,4,false,,0,0,0
123607,"S-Adenosyl 225 Snap Tabs 30's",61.22,2019-02-03,2618,1,,,43,LOW,45.5,11,false,,0,0,0
141275,"Simparica TRIO Purple 2.6-5 Kg",75.52,2022-04-13,1453,2,66,2021-06-30,40,LOW,40,5,false,,0,0,0
136049,"Hills K9 Healthy Adv Adult SB 12lb",35.53,2022-04-20,1446,1,,,65,MEDIUM,100,2,false,,0,0,0
140156,"TOY CAT CHICKEN AND WAFFLES",4.98,2023-07-05,1005,1,,,63,MEDIUM,100,1,false,,0,0,0
138656,"RC COLLAR RAINBOW PAWS",12.76,2023-07-05,1005,1,,,63,MEDIUM,100,1,false,,0,0,0
NL,"Naso-Lacrimal Duct Flush(without anesth)",55,2019-02-03,2618,2,,,63,MEDIUM,77.8,9,true,83.64,2,0,0
134134,"CANINE SCI DIET HEALTHY MOBILITY 90 gm",26.67,2022-04-22,1444,3,,,56,MEDIUM,66.7,3,false,,0,0,0
PUP,"Pup Mini Stick",6.38,2020-04-09,2187,1,,,63,MEDIUM,100,1,false,,0,0,0
122545,"MCRC Canine Dental SD 1.5kg",20.89,2022-04-19,1447,1,,,63,MEDIUM,100,1,false,,0,0,0
137968,"Creamy Catit tuna cat treat 75g",14.28,2022-05-28,1408,3,,,38,LOW,33.3,3,false,,0,0,0
FUR,"Furosemide Tabl  40 Mg",14.48,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
139279,"Freestyle Libre sensor",99.68,2021-12-15,1572,1,,,63,MEDIUM,100,1,true,123,1,0,0
136719,"pineapple parade collar",6.38,2023-07-05,1005,1,,,63,MEDIUM,100,1,false,,0,0,0
139334,"MCRC Fel Selected Protein VR 145g",89.76,2021-07-30,1710,5,,,86,HIGH,100,8,true,89.76,1,0,0
136686,"Catit Lickables Salmon 5pk",2.7,2022-09-09,1304,1,,,63,MEDIUM,100,1,false,,0,0,0
123559,"MCRC Feline Weight Control 165g cans",213.12,2019-02-03,2618,1,,,39,LOW,42.9,7,false,,0,0,0
I7,"Canine Hills D/D Potato And Salmon 17.6",62.69,2019-02-03,2618,1,,,51,MEDIUM,66.7,6,false,,0,0,0
STRATH,"Metoclopramide  5 Mg",7.85,2019-02-03,2618,1,,,30,LOW,33.3,3,false,,0,0,0
NOVO6,"Novo-Prednison 50mg Tabs",14.5,2019-02-03,2618,1,,,37,LOW,50,2,false,,0,0,0
VACCC,"Fvrcp (pfizer) Combined",24,2019-02-03,2618,1,,,37,LOW,50,2,false,,0,0,0
R2,"Canine Hills Wd 17.6 Lbs",48.34,2019-02-03,2618,1,,,56,MEDIUM,57.9,38,false,,0,0,0
012609,"Aloe And Oatmeal Shampoo Vts 16oz",16,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
I3,"Canine Hills Dd Duck Can 370g",8.85,2019-02-03,2618,1,,,48,LOW,66.7,3,false,,0,0,0
DERAM,"Deramaxx  75  Mg Tb",36.01,2019-02-03,2618,1,,,67,MEDIUM,100,3,false,,0,0,0
VETSO,"Oral Care Chews Large  18 Oz ( Vet Solut",17.68,2019-02-03,2618,1,,,54,MEDIUM,75,4,false,,0,0,0
140907,"Composure Pro - Chews",29.05,2022-12-22,1200,1,,,63,MEDIUM,100,1,false,,0,0,0
XMAS10,"Xmas Toy $6.45",8,2019-02-03,2618,2,,,41,LOW,50,2,false,,0,0,0
FEL45,"Feline Hills g/d 156 G (can)",55.2,2019-02-03,2618,1,,,40,LOW,50,4,false,,0,0,0
JAN01,"Blood Glucose Interpretation (AlphaTrak)",50,2022-12-30,1192,2,,,72,MEDIUM,100,4,false,,0,0,0
130850,"IV set 10 drop 100in 2 PORTS",9.68,2023-01-04,1187,1,,,63,MEDIUM,100,1,false,,0,0,0
11-08-22,"Clindamycin 100 mg/ml",30.46,2022-11-09,1243,1,,,37,LOW,50,2,true,31.88,1,0,0
MISC2,"Reptile/exotic euthansia",60,2023-01-05,1186,1,,,65,MEDIUM,100,2,false,,0,0,0
PAW4,"Peartree Pawprint - Pattern Match",118.8,2023-01-06,1185,2,,,52,MEDIUM,66.7,3,false,,0,0,0
119314,"Hills K9 u/d - 27.5lbs",120.72,2023-01-06,1185,1,,,40,LOW,50,4,false,,0,0,0
PAW5,"Peartree Pawprint - Priority Processing",75,2023-01-07,1184,1,,,65,MEDIUM,100,2,false,,0,0,0
PARA1,"Wood's Lamp",25.5,2023-01-07,1184,1,,,63,MEDIUM,100,1,false,,0,0,0
141276,"PVD K9 ProPlan Sensitive Lamb - 10.8kg",185.82,2023-01-08,1183,3,,,59,MEDIUM,66.7,6,true,202.56,2,0,0
051022,"Phenobarbital 100 mg Summit 12",106,2022-06-07,1398,4,,,83,HIGH,100,9,false,,0,0,0
MICRO,"Advanced Iso Microchip",60,2019-02-03,2618,1,,,68,MEDIUM,100,4,false,,0,0,0
140704,"RC K9 Urinary SO - 8kg",121.8,2023-01-13,1178,6,105,2022-11-03,90,HIGH,100,7,false,,0,0,0
131072,"ProPrep hairball remedy",9.8,2023-01-13,1178,1,,,63,MEDIUM,100,1,false,,0,0,0
121048,"MCRC Fel Gastrointestinal HE 165g",66.01,2021-06-15,1755,2,68.88,2021-05-19,34,LOW,33.3,3,false,,0,0,0
1158840,"Fortekor 20 mg",124,2021-03-19,1843,2,,,73,MEDIUM,100,5,true,348,2,0,0
139600,"Canine Rayne Rabbit w/ Quinoa 3Kg",55.66,2021-05-05,1796,1,,,68,MEDIUM,100,4,false,,0,0,0
120505,"MCRC GI Puppy - 10 kg",123.49,2020-02-08,2248,4,,,80,HIGH,100,5,true,115.19,2,0,0
APO-M,"Apo-Meloxicam 100 ml bottle (1.5 mg/ml)",88,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
MEDI 127,"MCRC K9 HEPATIC 3.5 kg",34.65,2019-02-03,2618,1,,,73,MEDIUM,100,12,false,,0,0,0
131714,"Hills Fel k/d Ocean Fish 8.5lbs",58.99,2019-02-03,2618,2,,,64,MEDIUM,83.3,6,false,,0,0,0
121481,"Tartar Shield Soft Rawhide Chew S-30's",26.06,2019-02-28,2593,1,13.69,2019-02-03,48,LOW,66.7,3,false,,0,0,0
METHIM,"Methimazole 25mg/ml oral liquid/ML",43.32,2019-03-06,2587,3,85.5,2019-02-23,48,LOW,50,4,false,,0,0,0
135971,"YGIA FELINE PROTEOBIOTIC",70,2019-02-03,2618,2,,,78,HIGH,100,14,false,,0,0,0
126064,"Otomax Ointment - 12.5g",40.86,2019-03-05,2588,2,,,74,MEDIUM,100,6,false,,0,0,0
134060,"Pantoprazole 40mg - 10ml vial",44.34,2019-03-08,2585,5,,,78,HIGH,85.7,7,false,,0,0,0
117022,"MCRC K9 Vegetarian 13 kg",112.35,2019-04-25,2537,2,107.87,2019-03-08,70,MEDIUM,100,3,false,,0,0,0
902925,"Urine Keytone ONLY Strips",37,2019-02-03,2618,2,,,41,LOW,50,2,false,,0,0,0
125601,"Heartgard Plus Chew  23-45 Kg (Brown)",75.7,2019-05-18,2514,3,72.94,2019-03-29,68,MEDIUM,83.3,6,false,,0,0,0
CLINI 1,"Clinicare Rf Feline Liquid Diet  237 Ml",37.5,2019-02-03,2618,1,,,40,LOW,50,4,false,,0,0,0
FADR,"Feline ADR Combo Plus",220,2019-02-03,2618,1,,,68,MEDIUM,100,4,false,,0,0,0
130475,"Adaptil Collar(DAP) Sm -up to 15 inches",44.38,2019-02-03,2618,2,,,68,MEDIUM,87.5,8,false,,0,0,0
905011,"Adhesive Tape white 1"" [J0820AN] 12's",1.46,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
121347,"OsteoSupport Caps for Cats 60's",31.48,2019-02-03,2618,1,,,56,MEDIUM,70,10,false,,0,0,0
106101,"Fuciderm Gel 15g",43,2019-02-03,2618,1,,,75,HIGH,100,16,false,,0,0,0
125447,"Novo-Cephalexin tabs 250 mg TEVA",25.8,2019-02-03,2618,1,,,37,LOW,50,2,false,,0,0,0
CSA055,"PreOp Screen w/CBC Antech",97.08,2019-02-03,2618,1,,,57,MEDIUM,75,8,false,,0,0,0
SUMMELOX,"Meloxicam 1.3 mg/ml in house [summit]",19.83,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
122274,"Hills Feline y/d 4lbs",31.86,2019-02-03,2618,1,,,46,LOW,50,14,true,50.86,1,0,0
MED 177,"Medi-Cal Rc Canine Gastro 1.5 Kg",11.7,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
108683,"Clinicare Canine/Feline Liquid Diet  237",18.28,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
125218,"Zeniquin 100 mg",187.56,2020-09-08,2035,3,70.52,2020-08-04,55,MEDIUM,60,5,true,35.26,1,0,0
135278,"Simparica TRIO Green 48mg  20.1-40  kg",33,2020-11-14,1968,4,31,2020-10-10,85,HIGH,100,13,true,198,1,0,0
109091,"Sharps container 3.0 L",8,2021-03-30,1832,1,,,65,MEDIUM,100,2,false,,0,0,0
134434,"Aventi kIDNEY COMPLETE 300 g",60,2021-03-30,1832,1,,,67,MEDIUM,100,3,false,,0,0,0
138150,"K9 Cooling bandana Large",7.02,2021-04-04,1827,1,,,67,MEDIUM,100,3,false,,0,0,0
138142,"K9 Cooling Vest XXL Ice Cream",20.46,2021-04-04,1827,1,,,67,MEDIUM,100,3,false,,0,0,0
113522,"K9 Purebites Chicken Breast 175g",16.65,2021-04-04,1827,1,,,67,MEDIUM,100,3,false,,0,0,0
108383,"FELINE Scie Diet Senior Chicken",43.68,2021-04-04,1827,1,,,68,MEDIUM,100,4,false,,0,0,0
135822,"Hills Fel k/d Early Support Chk -  1.8kg",34.99,2021-04-03,1828,3,31.99,2019-04-17,77,HIGH,100,6,true,39.69,1,0,0
132824,"K9 RAYNE Growth/Sen. GI 12kg (In Clinic)",204.56,2021-04-03,1828,1,,,68,MEDIUM,100,4,false,,0,0,0
127076,"Gloves Exam Latex Powder Free -Med100's",14.61,2021-04-03,1828,1,,,67,MEDIUM,100,3,false,,0,0,0
117567,"power meg",45.21,2020-09-10,2033,2,,,58,MEDIUM,75,4,true,226.05,2,0,0
117504,"PVD  EN K9 14.5 kg",132.51,2021-11-06,1611,4,111.59,2021-06-24,58,MEDIUM,60,5,false,,0,0,0
131709,"Hills K9 Metabolic Lamb - 17.6lbs",145.99,2024-03-04,762,3,140.98,2024-01-10,76,HIGH,100,4,false,,0,0,0
117568,"UBAVET Powermeg 950ml (Staff)",75.01,2022-10-14,1269,3,80.08,2022-06-16,48,LOW,50,4,false,,0,0,0
135608,"canine MCRC advanced mobilty satiety 3.5",39.99,2021-03-05,1857,3,36,2020-12-29,77,HIGH,100,6,false,,0,0,0
125465,"Pheniram 4mg tabs",12.75,2019-11-16,2332,3,13.5,2019-09-18,66,MEDIUM,80,5,true,13.5,1,0,0
105035,"Enzadent Enzymatic T/P Poultry 90g",10.56,2021-04-07,1824,1,,,65,MEDIUM,100,2,true,5.28,1,0,0
128053,"Hills Feline Health Adv Adult Oral -15lb",68.65,2019-02-03,2618,5,,,70,MEDIUM,71.4,7,true,94.98,1,0,0
PIMOSUMM,"Pimobendan 2.5 mg/ml",50.4,2021-04-09,1822,5,50,2020-10-15,66,MEDIUM,62.5,8,false,,0,0,0
139383,"Fluoxetine Reconcile 8mg",23.37,2021-06-18,1752,1,,,65,MEDIUM,100,2,false,,0,0,0
135069,"Toy Dog Puzzle Brick",18.47,2021-05-11,1790,1,,,65,MEDIUM,100,2,false,,0,0,0
ZENI,"Zeniquin 25 Mg",25.2,2019-02-03,2618,1,,,30,LOW,33.3,3,false,,0,0,0
MELAT,"Melatonin 3 Mg Tb (nature'S Bounty)",32.6,2019-02-03,2618,1,,,68,MEDIUM,100,4,false,,0,0,0
ORIDERM,"Oridermyl 30 Grams",47,2019-02-03,2618,1,,,54,MEDIUM,75,4,false,,0,0,0
ENAL,"Apo-Enalapril 5 Mg Tabl",63.7,2019-02-03,2618,1,,,55,MEDIUM,71.4,7,false,,0,0,0
NOVA,"Novamoxin Capsules 250 Mg",20.6,2019-02-03,2618,1,,,30,LOW,33.3,3,false,,0,0,0
1004,"Puppy Da2ppv + C",88,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
EAR,"Ear  Cleanser Avena 100 Ml",10,2019-02-03,2618,1,,,42,LOW,50,6,false,,0,0,0
NAILTR,"Nail Trimmer  Cats/Small Dogs",12,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
4,"Debit Card Payment",67.29,2019-02-03,2618,2,,,32,LOW,18.2,11,false,,0,0,0
TREA6,"Medi-Treat  Canine 500g",7.43,2019-02-03,2618,1,,,48,LOW,66.7,3,false,,0,0,0
025115,"Metacam Oral 1.5mg/Ml Bct 100ml",139.67,2019-02-03,2618,1,,,52,MEDIUM,57.9,19,false,,0,0,0
ALLERGRO,"Allergroom Shampoo 8 Oz",14,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
MEDI2,"MCRC K9 Dental SD 4 kg",37.52,2019-02-03,2618,1,,,50,MEDIUM,60,10,false,,0,0,0
AARCSP3,"AARCS Da2ppv Puppy 3 Vaccine",4.4,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
101362,"Optixcare Eye Cleaner",11.98,2022-11-24,1228,1,,,65,MEDIUM,100,2,false,,0,0,0
119313,"Hills K9 u/d - 8.5 lbs",50.01,2020-11-24,1958,1,,,67,MEDIUM,100,3,true,73.5,1,0,0
140516,"RC Fel Mature Consult Mod Cal 4kg",75.98,2022-11-29,1223,2,,,72,MEDIUM,100,4,false,,0,0,0
CANIN32,"Canine Hills u/d 8.5 lbs",44.8,2019-02-03,2618,1,,,36,LOW,26.1,23,false,,0,0,0
140812,"Catit Pixi Fountain - Mint Green",30,2022-12-22,1200,2,,,52,MEDIUM,66.7,3,false,,0,0,0
140813,"Catit Pixi Fountain Filters - 3pk",20,2022-12-22,1200,1,,,63,MEDIUM,100,1,false,,0,0,0
141282,"PVD K9 Proplan Sensitive Salmon - 10.9kg",61.94,2023-03-03,1129,1,,,65,MEDIUM,100,2,false,,0,0,0
1511,"Pimobendan 1.25 mg/ml (60 mls)",54.86,2022-12-03,1219,1,,,65,MEDIUM,100,2,false,,0,0,0
7001,"CBC with differential - Idexx",87.9,2019-02-03,2618,3,,,79,HIGH,93.8,16,true,60,1,0,0
127081,"Gloves exam Pwder free Large 100's",9.17,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
129821,"EICOSADERM Omega 3 Pump -945ml",61.81,2019-02-03,2618,2,,,74,MEDIUM,100,7,false,,0,0,0
132825,"Rayne K9 Rabbit  Maintenance 368g",68.52,2019-06-17,2484,1,,,63,MEDIUM,100,1,true,137.04,1,0,0
133863,"K9 Sci Diet Lg Breed Adult Lamb - 7.26kg",80.03,2019-10-01,2378,1,,,65,MEDIUM,100,2,false,,0,0,0
139056,"Veraflox Oral Suspension 30ml",90.54,2019-06-13,2488,2,,,72,MEDIUM,100,4,false,,0,0,0
136191,"Petsmile Toothpaste -2.5oz",26.25,2019-09-25,2384,2,,,70,MEDIUM,100,3,false,,0,0,0
122533,"MCRC K9 Development LrgBrd 14 kg",77.13,2019-11-05,2343,2,97.44,2019-02-03,52,MEDIUM,66.7,3,false,,0,0,0
129657,"NEXGARD Red (27.3-54.5kg)",63.62,2019-06-22,2479,3,,,38,LOW,33.3,3,false,,0,0,0
128038,"Hills K9 H.A  Adult - 28lbs",74.26,2019-09-26,2383,4,79.98,2019-02-03,47,LOW,40,5,false,,0,0,0
129940,"Hills Fel Metab Veg & Tuna stew - 2.9oz",46.4,2019-05-13,2519,4,32.14,2019-04-30,47,LOW,40,5,false,,0,0,0
128843,"Adaptil spray 20 mls",24.22,2019-09-28,2381,2,,,69,MEDIUM,100,2,false,,0,0,0
ACEPROM,"Acepromazine Malate 5mg/ml",7.5,2019-02-03,2618,1,,,63,MEDIUM,100,1,false,,0,0,0
CANIN33,"Canine Hills b/d 17.6 lbs",88.98,2019-02-03,2618,1,,,47,LOW,57.1,7,false,,0,0,0
MED1J,"Med K9 Gastro Intestinal Moderate Calori",109.89,2019-02-03,2618,3,,,42,LOW,21.4,28,false,,0,0,0
MEDI 28,"MCRC K9 Mobility 13 kg",134.82,2019-02-03,2618,1,,,47,LOW,60,5,false,,0,0,0
CANIN70,"Canine Hills j/d Can 370g",43.2,2019-02-03,2618,1,,,45,LOW,50,10,false,,0,0,0
PUPPY1,"Puppy 1 - 1st Da2ppv",35,2019-02-03,2618,1,,,67,MEDIUM,100,3,false,,0,0,0
123186,"MCRC K9 Hepatic 9 kg",88.56,2019-02-03,2618,3,,,72,MEDIUM,87.5,8,false,,0,0,0
130198,"ENZADENT Chews for CATS - 60's",11.55,2019-02-03,2618,1,,,40,LOW,50,4,false,,0,0,0
MEDI 95,"MCRC Feline Hypo Hp 1.5 kg",28,2019-02-03,2618,1,,,68,MEDIUM,100,4,false,,0,0,0
010592,"Tobramycin Opth Soln 0.3% Bahs 5ml",12,2019-02-03,2618,1,,,65,MEDIUM,100,2,false,,0,0,0
PRIC3333,"Private Cremation w/Wood Urn 10.1kg-45kg",385,2020-11-14,1968,2,,,70,MEDIUM,100,3,false,,0,0,0
140695,"RC K9 GI Low Fat - 13kg",165.5,2022-03-29,1468,4,,,72,MEDIUM,83.3,6,true,183.51,1,0,0
FHO,"femoral head ostectomy (1 leg)",720,2022-10-06,1277,1,,,65,MEDIUM,100,2,false,,0,0,0
125764,"Sodium Chloride 0.9% 1000 ml braun",60.2,2019-02-03,2618,2,,,52,MEDIUM,66.7,3,false,,0,0,0
